data_snap_source,tweet_date,user_name,tweet_text,word_count,image_tweet_text,image_description,image_subjects,image_contains_face,detected_persons,chapter_code,pmi_scores,pmi_sum,hedge_count,booster_count,epistemic_stance,epistemic_density,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_abs,selection_score
KS_29,4-Feb,@KSChildrensHD,"The U.S. Government: Believe the science. Vaccines DON'T cause autism.

The science: Vaccinated children have 170% higher risk of autism.

Read more here: https://buff.ly/4azmH7f",29,'Jaw-dropping' Study Finds Vaccinated Children Have 170% Higher Risk of Autism,"The image shows a child sitting on a beige couch or sofa, playing with a line of toy cars arranged in front of them. The child is wearing a gray and white top with red accents. The image is used to illustrate an article about autism and vaccination.","child, toy cars, couch",True,,KS,"{('vaccinated', 'children'): 4.906890595608519, ('vaccinated', '170'): 4.906890595608519}",9.813781191217036,1,0,Neutral,2.439024390243902,-0.4939,0.0,0.113,0.887,0.4939,3.3164098967799926
KS_66,20-Oct-24,@KSChildre...,Don't miss the film that's being censored across the nation. You can now watch Vaxxed 3: Authorized to Kill for FREE at http://vaxxed3.org!,27,"A TOMMEY BURROWES PRODUCTION FOR CHILDREN'S HEALTH DEFENSE FILMS LLC VAXXED III AUTHORIZED TO KILL THE GROUNDBREAKING FILM THEY DON'T WANT YOU TO SEE. FUELED BY FIRSTHAND TESTIMONIES, THIS IS A DOCUMENTARY BY THE PEOPLE, FOR THE PEOPLE.","A promotional poster for the documentary 'Vaxxed III: Authorized to Kill'. The image shows a dark, atmospheric scene with a bus emerging from fog or mist. The title 'VAXXED III AUTHORIZED TO KILL' is prominently displayed in large text. Below the bus, there's text stating it's 'THE GROUNDBREAKING FILM THEY DON'T WANT YOU TO SEE.' At the bottom of the poster is the tagline 'FUELED BY FIRSTHAND TESTIMONIES, THIS IS A DOCUMENTARY BY THE PEOPLE, FOR THE PEOPLE.'","bus, fog, documentary title",False,,KS,"{('vaxxed', 'authorized'): 5.357552004618084}",5.357552004618084,0,0,Neutral,0.0,-0.7952,0.102,0.183,0.715,0.7952,2.6619104009236167
KS_41,8-Jan,@KSChildrensHD,What do you think about this new change of heart?,10,THE DEFENDER REPORTS: Facebook Dumps 'Fact-checkers' One Day After CHD Asks Supreme Court to Hear Censorship Case Against Meta,"A smartphone screen showing various social media and app icons including Facebook, Instagram, YouTube, Messenger, and other applications. Below the app icons is a banner with text from 'The Defender Reports' about Facebook and fact-checkers.","smartphone, social media apps, app icons",False,,KS,,0.0,1,1,Mixed,6.666666666666667,0.8038,0.264,0.072,0.664,0.8038,2.6075999999999997
KS_44,1-Jan,@KSChildrensHD,Happy New Year from the Children's Health Defense Kansas team! We are so looking forward to what 2025 will bring for the health freedom movement. Will you join our efforts? 👉 https://buff.ly/4cyEwmB,35,WISHING YOU A HAPPY NEW YEAR FROM THE CHILDREN'S HEALTH DEFENSE KANSAS CHAPTER,"A New Year greeting card with a white background and a gold circular border. Inside the circle, the text 'WISHING YOU A HAPPY NEW YEAR' appears in blue and gold letters, with 'FROM THE CHILDREN'S HEALTH DEFENSE KANSAS CHAPTER' in smaller text below. The design includes decorative gold firework/sparkle graphics around the border. The Children's Health Defense Kansas Chapter logo appears in the bottom left corner.","New Year greeting, organization logo, decorative elements",False,,KS,,0.0,0,2,K+ (high certainty),4.081632653061225,0.9647,0.341,0.0,0.659,0.9647,2.5416448979591837
KS_13,13-Mar,@KSChildrensHD,"What is contributing to rising cancer rates? Experts find ""clear evidence"" that RF radiation is one of them.",18,"IS WIRELESS TECH DANGEROUS FOR MY FAMILY? WIRELESS EXPOSURE INCREASES CANCER RISK. Cancer experts find that there is ""clear evidence"" that radiofrequency (RF) radiation emitted by wireless tech can + does cause cancer in humans.","The image shows a dark-themed graphic with a person lying in bed using a smartphone. The phone screen is illuminated and radiating waves are illustrated coming from the device. The person is shown from behind/above, with only the back of their head visible against pillows and bedding.","smartphone, person in bed, radiation waves",False,,KS,,0.0,0,2,K+ (high certainty),3.846153846153846,-0.9725,0.069,0.336,0.596,0.9725,2.521923076923077
MAIN_104,8-Apr,@ChildrensHD,"The Media Playbook for Measles Looks a Lot Like Its COVID Playbook — This Time, Kids Are the Pawns

The media would have you believe that measles is a ""deadly"" disease. But any suggestion that MMR vaccines are safer than measles infection isn't supported by facts.
by Mary Holland, J.D....",51,"TV Children’s Health Defense reposted ta Children’s Health Defense @ @ChildrensHD - Apr 8 Boor q “ at } f 1 . ) i \ ; e.. Ay hg ( j | je . = CaN 2 Ss / The Media Playbook for Measles Looks a Lot Like Its COVID Playbook — This Time, Kids Are the Pawns The media would have you believe that measles is a “deadly” disease. But any suggestion that MMR vaccines are safer than measles infection isn’t supported by facts. by Mary Holland, J.D.... Os t1 50 O17 ih 55K As","The image shows a child with light brown hair in a blue shirt looking at chess pieces on what appears to be a chess board. The child is positioned behind black chess pieces, suggesting a chess game in progress. The background appears to be a classroom or learning environment with blurred educational materials.","child, chess pieces, chess board, educational setting",True,,MAIN,"{('vaccines', 'suggestion'): 6.499845887083206, ('vaccines', 'mmr'): 6.499845887083206, ('vaccines', 'safer'): 6.499845887083206}",19.49953766124962,4,2,K- (low certainty),4.37956204379562,0.9372,0.118,0.015,0.866,0.9372,5.531334306569343
MAIN_10,3h,@ChildrensHD,.@DrPaulOffit whines about mRNA 'vaccine' advancement 👇,6,"""I think we're about to see all MRNA research being eliminated, which is remarkable to me. I mean, this vaccine, the MRNA vaccines, probably saved about 3 million lives."" Apparently, he doesn't know those same ""vaccines""",A screenshot of a video call showing two people in conversation. The image shows a split-screen video call with a beach/ocean background visible for the person on the bottom portion. The video has a timestamp of 0:32 and includes a caption at the bottom that reads 'ABOUT 3 MILLION LIVES.',"video call, people, beach background",True,,MAIN,"{('mrna', ""'""): 3.3692338096657193, ('mrna', 'vaccine'): 4.369233809665719, ('vaccine', 'mrna'): 4.369233809665719, ('vaccine', ""'""): 3.9541963103868754, ('vaccine', ','): 3.6322682154995127, ('mrna', ','): 3.0473057147783567, ('vaccines', ','): 3.6322682154995127, ('vaccines', '""'): 3.9541963103868754}",30.32793619554829,2,1,K- (low certainty),6.818181818181817,0.5574,0.123,0.054,0.824,0.5574,5.137527272727272
MAIN_38,15h,@ChildrensHD,"🚨 Massachusetts Proposes Laws to Remove Religious Exemptions, Parental Consent for Vaccines

If lawmakers pass all three proposed bills, children whose families object to school-mandated vaccinations based on sincerely held religious beliefs will be barred from attending public",38,"Children’s Health Defense @ &B Massachusetts Proposes Laws to Remove Religious Exemptions, Parental Consent for Vaccines If lawmakers pass all three proposed bills, children whose families object to school-mandated vaccinations based on sincerely held religious beliefs will be barred from attending public , -_— aay FS ” er . .. - q",The image shows a child in a blue shirt receiving a vaccination. Only part of the child's face is visible from the side. On the left side of the image is the Massachusetts state flag with its distinctive shield design featuring a Native American figure. The image appears to be a composite meant to illustrate the topic of vaccination policies in Massachusetts.,"child, vaccination, Massachusetts flag, medical procedure",True,,MAIN,"{('vaccines', 'parental'): 5.700439718141092, ('vaccines', 'consent'): 5.700439718141092, ('vaccines', 'lawmakers'): 5.700439718141092, ('vaccines', 'pass'): 5.700439718141092}",22.80175887256437,0,2,K+ (high certainty),2.325581395348837,0.8591,0.117,0.0,0.883,0.8591,5.067037209302326
MAIN_15,6h,@Honest_Medici...,"The CDC says it ""lost"" critical data on mRNA shot injuries — that's not just a mistake, it's a breach of public trust.

When safety info disappears, so does confidence in the system. Americans are still waiting for answers.",40,"TRUST REQUIRES TRANSPARENCY
The CDC chose to withhold critical safety data amid growing evidence of mRNA shot injuries.",The image shows the CDC (Centers for Disease Control and Prevention) building with its logo and signage. The building appears to be the David J. Sencer CDC Museum. The image has a blue overlay with text stating 'TRUST REQUIRES TRANSPARENCY' and 'The CDC chose to withhold critical safety data amid growing evidence of mRNA shot injuries.' The Independent Medical Alliance logo appears in the bottom right corner.,"CDC building, CDC logo, text overlay",False,,MAIN,"{('mrna', 'shot'): 5.108524456778169, ('mrna', 'injuries'): 5.108524456778169, ('shot', 'mrna'): 5.108524456778169, ('shot', 'injuries'): 5.108524456778169}",20.43409782711268,0,1,Neutral,1.724137931034483,0.8989,0.268,0.123,0.609,0.8989,5.056420689655173
MAIN_91,18-Apr,@ChildrensHD,"🚨 1 in 31 Kids Had Autism in 2022 — Up From 1 in 36 in 2020

""The 1 in 31 number is a testament to the failure of the medical system as we know it. Tens of thousands of parents have come forward in recent decades to say they believe vaccines triggered their children's autism.
Show more",57,Children’s Health Defense % @ChildrensHD - Apr 18 Jor 9 §&B 1in 31 Kids Had Autism in 2022 — Up From 1 in 36 in 2020 “The 1 in 31 number is a testament to the failure of the medical system as we know it. Tens of thousands of parents have come forward in recent decades to say they believe vaccines triggered their children’s autism. Show more oes oe 2 ag ff? seus es GOL ae loxT tiss 0 131 tht 5.6K As,"The image shows a child sitting against a tree trunk outdoors, wearing a dark blue shirt and sandals. Next to this scene is a puzzle piece with the word 'AUTISM' written on it in red letters, being held by what appears to be an adult's hand.","child, tree, puzzle piece, text",True,,MAIN,"{('vaccines', 'say'): 6.312882955284356, ('vaccines', 'believe'): 6.312882955284356, ('vaccines', 'triggered'): 6.312882955284356, ('vaccines', 'children'): 5.727920454563199}",24.66656932041627,2,4,K+ (high certainty),4.285714285714286,-0.6412,0.029,0.044,0.926,0.6412,4.925257142857143
MAIN_96,17-Apr,@stopvaccinating,AUTISM FACEBOOK POST: His belly was distended from the dysbiosis. It was caused when he was given the MMR vaccine. It got to the point he couldn't eat a piece of plain white bread without crying in pain. I borrowed $15K to take him to the Bahamas on short notice to try a,54,"1 Children’s Health Defense reposted Bg Larry Cook @ @stopvaccinating - Apr 17 Boo AUTISM FACEBOOK POST: His belly was distended from the dysbiosis. It was caused when he was given the MMR vaccine. It got to the point he couldn’t eat a piece of plain white bread without crying in pain. | borrowed $15K to take him to the Bahamas on short notice to try a Show more \\ \ Qi : 4 &. Ki) y~ ; 4 — 4 f A, S74 = al © 1.6K T 5.2K © 24K tlt 672k As","The image shows a young child lying on a light blue/gray couch or sofa. The child appears to be in distress, with a hand on their face. They are wearing a dark t-shirt and light-colored pants. The child is curled up in what appears to be a position of discomfort.","child, couch, distress",True,,MAIN,"{('vaccine', 'given'): 6.442943495848728, ('vaccine', 'mmr'): 6.442943495848728, ('vaccine', '.'): 4.273018494406416, ('vaccine', 'got'): 6.442943495848728}",23.6018489819526,0,1,Neutral,0.7092198581560284,0.8754,0.077,0.0,0.923,0.8754,4.857182978723404
MAIN_11,1h,@ChildrensHD,"CHD interviewed thousands of people who were injured by the COVID shots and documented their stories in ""Vaxxed III: Authorized to Kill.""

Order your copy today and find out what really happened during the pandemic ⬇️
https://chdstore.org/product/b67b8ae1-2ea1-ef11-a067-3cecf705787...",44,aah Children’s Health Defense @ @ChildrensHD « th [ome Ed CHD interviewed thousands of people who were injured by the COVID shots and documented their stories in “Vaxxed III: Authorized to Kill.” Order your copy today and find out what really happened during the pandemic https://chdstore.org/product/b67b8aet-2ea1-ef11-a067-3cecef705787... 1@) ta O19 tht 4.7K As,"The image shows the Children's Health Defense logo, which appears to be a globe or Earth icon with some design elements around it.","globe, organization logo",False,,MAIN,"{('shots', 'covid'): 6.209453365628949, ('shots', 'documented'): 6.209453365628949, ('vaxxed', 'stories'): 6.209453365628949, ('vaxxed', 'iii'): 6.209453365628949, ('vaxxed', ':'): 5.209453365628949, ('vaxxed', 'authorized'): 6.209453365628949}",36.2567201937737,0,0,Neutral,0.0,-0.8625,0.015,0.103,0.881,0.8625,4.725
MAIN_02,1h,@jeffdornik,"Vaccines violate the Nuremberg Code and are causing brain damage.

@MaryHollandNYC of @ChildrensHD lays out the devastating truth Big Pharma wants hidden.

@SecKennedy's radical transparency is about to expose it all.

@RobertKennedyJr",33,"1 Children’s Health Defense reposted 3 Jeff Dornik @ @jeffdornik - 1h Bur Vaccines violate the Nuremberg Code and are causing brain damage. @MaryHollandNYC of @ChildrensHD lays out the devastating truth Big Pharma wants hidden. @SecKennedy’s radical transparency is about to expose it all. @RobertKennedyJr a a. | s Oe foe 7 a —_,  —— a mr z ? side” v SS Soon | AN ADVERSE Gency ities or 01 tris 9 40 tht 1.8K A Ss",A screenshot from 'The Jeff Dornik Show' showing a split-screen video interview. On the left is a person with a blue shirt against an American flag background. On the right is a person wearing glasses and a light-colored turtleneck sweater against a light background. The video has a caption 'AN ADVERSE REACTION TO' and shows a timestamp of 0:16/3:04.,"video interview, American flag, microphone",True,Two individuals in an interview setting,MAIN,"{('vaccines', 'violate'): 6.098032082960526, ('vaccines', 'nuremberg'): 6.098032082960526}",12.19606416592105,0,2,K+ (high certainty),1.869158878504673,-0.9767,0.046,0.231,0.723,0.9767,4.672986664959911
MAIN_106,17-Apr,@wideawake_media,"According to Dr. Anthony Phan, autism didn't exist in Vietnam until ""Bill Gates and the Gates Foundation introduced the vaccination program"". ""Now Vietnam has over a 300% rise in autism."" Credit: @ChildrensHD",33,"1 Children’s Health Defense reposted Wide Awake Media @ @wideawake media « Apr 17 Boor According to Dr. Anthony Phan, autism didn't exist in Vietnam until ""Bill Gates and the Gates Foundation introduced the vaccination program’. “Now Vietnam has over a 300% rise in autism."" Credit: @ChildrensHD ‘\ * Se | Wi) i : : yA = = © 409 T14Kk © 34k tht 651k As","A video screenshot showing a person speaking in what appears to be an interview setting. The person is wearing a white shirt with a dark jacket. The video has a timestamp of 0:30 visible in the corner, and there are logos for 'CHD TV' and 'AX ED.com' visible in the frame.","person speaking, interview setting",True,Person in interview,MAIN,"{('vaccination', 'foundation'): 6.011227255423254, ('vaccination', 'introduced'): 6.011227255423254, ('vaccination', 'program'): 6.011227255423254, ('vaccination', '.'): 4.426264754702098}",22.45994652097186,0,0,Neutral,0.0,0.6908,0.066,0.0,0.934,0.6908,4.3816
MAIN_59,21-Apr,@ChildrensHD,"LISTEN to autism parents.

Let them speak and hear them well because one day, ""everyone will know the truth about vaccines.""",21,VACCINES DO NOT CAUSE AUTISM.,A screenshot from what appears to be a television broadcast or livestream. The image shows a person speaking on camera with a news-style backdrop. There's a 'LIVE' indicator in the corner and a 'CHDTV' logo in the upper right. At the bottom of the image is a banner stating 'VACCINES DO NOT CAUSE AUTISM.' A timestamp of 2:02 is visible in the lower left corner.,"broadcast, television segment, news program",True,,MAIN,"{('vaccines', '.'): 3.415037499278844, ('vaccines', '""'): 4.0}",7.415037499278844,0,3,K+ (high certainty),11.53846153846154,0.5267,0.155,0.0,0.845,0.5267,4.267176730625
MD_71,5-Nov-24,@Childrens...,"No, COVID Vaccines Aren't 'Robust' — That's Just the Truth

To have a truly robust vaccine it must afford long-lasting immunity. It is with this category that the COVID-19 countermeasures fall well short of any definition that can be equated to robust.

More from @TrialsiteN
Show more",50,"1 @MDChildrensHD reposted wy Children’s Health Defe... &% @Childrens... -Nov5,2024 (J + uy No, COVID Vaccines Aren’t ‘Robust’ — That’s Just the Truth To have a truly robust vaccine it must afford long-lasting immunity. It is with this category that the COVID-19 countermeasures fall well short of any definition that can be equated to robust. More from @TrialsiteN Show more gr vVACC! ona ry © iMMy to < L Nr, Seb & pa ST er SS ee 2a ee es COVID-1f0VID-19 COVID-1fOVID-19} COVID-FCOVID-1£0VID-191COVID-1 O01 T1 22 QO 58 ih 5.4K nN st","The image shows a row of COVID-19 vaccine vials labeled 'SARS-CoV-2 COVID-19 Coronavirus VACCINE' with 'Injection only' at the bottom. Above the vials is a gauge or meter with 'VACCINATION' and 'IMMUNITY' text, appearing to measure immunity levels with color-coded sections from red to green.","vaccine vials, immunity gauge, COVID-19 vaccines",False,,MD,"{('vaccines', ','): 5.679480099505446, ('vaccines', 'covid'): 4.872125177447842, ('vaccine', 'truly'): 6.679480099505446, ('vaccine', 'robust'): 5.0945175987842894, ('vaccine', 'must'): 6.679480099505446, ('vaccine', 'afford'): 6.679480099505446}",35.68456317425392,0,6,K+ (high certainty),3.947368421052631,0.9726,0.179,0.013,0.808,0.9726,5.5373052631578945
MD_46,22-Nov-24,@ChildrensHD,"""The task of reforming Big Pharma will not be easy. Talk about a heavy lift! Consider that before the 2020 election, the pharmaceutical industry donated funds to 72 senators and 302 members of the U.S. House of Representatives.

Pfizer alone contributed to 228 lawmakers.

At
Show more""",48,"1 @MDChildrensHD reposted Children’s Health Defe... &% @Childrens...- Nov 22,2024 (J -- uy ""The task of reforming Big Pharma will not be easy. Talk about a heavy lift! Consider that before the 2020 election, the pharmaceutical industry donated funds to 72 senators and 302 members of the U.S. House of Representatives. Pfizer alone contributed to 228 lawmakers. At Show more |B} = —_ = Za S— SS * O14 11127 © 211 il 19K A) a","The image shows a wooden gavel (judge's hammer) resting on what appears to be a stack of papers, alongside a hand writing or underlining the text 'BIG PHARMA' in bold black letters with a red underline. The composition suggests themes of legal action or regulation related to the pharmaceutical industry.","gavel, hand, writing, papers",False,,MD,"{('pfizer', 'representatives'): 6.348728154231077, ('pfizer', '.'): 3.348728154231077, ('pfizer', 'alone'): 6.348728154231077, ('pfizer', 'contributed'): 6.348728154231077}",22.39491261692431,0,4,K+ (high certainty),3.305785123966942,-0.8124,0.0,0.073,0.927,0.8124,5.120667768595041
MD_25,12-Mar,@ChildrensHD,NIH Pulls Plug on 'Vaccine Hesitancy' Research — Will mRNA Products Be Next?,12,"NIH Pulls Plug on 'Vaccine Hesitancy' Research — Will mRNA Products Be Next? The NIH will terminate 33 ""vaccine hesitancy"" grants, Science reported. Nine other grants will be modified or reduced. The terminations came after NIH, on behalf of interim director Matthew Memoli, asked each of its institutes to develop a list of ongoing and future vaccine hesitancy grants. by Michael Nevradakis, Ph.D. MARCH 11, 2025","The image shows a person's arm with a question mark drawn on it, alongside a $100 bill with a knife or scissors next to it, suggesting themes of vaccine hesitancy and financial interests.","arm with question mark, money, knife/scissors",False,,MD,"{('vaccine', 'plug'): 4.614709844115208, ('vaccine', ""'""): 4.614709844115208, ('vaccine', 'hesitancy'): 4.614709844115208, ('vaccine', 'research'): 4.614709844115208, ('mrna', 'research'): 5.614709844115208, ('mrna', '—'): 5.614709844115208, ('mrna', 'products'): 5.614709844115208, ('mrna', 'next'): 5.614709844115208, ('vaccine', '""'): 4.614709844115208, ('vaccine', 'grants'): 4.029747343394052}",49.56213594043093,0,4,K+ (high certainty),5.128205128205128,-0.3094,0.067,0.093,0.841,0.3094,4.388030769230769
MD_02,18-Apr,@ChildrensHD,"Why do we still not know what strain (wild type or vaccine strain) of measles is circulating in the ""outbreak?"" As Dr. Palevsky points out, it's because vaccines are a ""sacred cow that cannot be challenged""",37,"t1 @MDChildrensHD reposted Children’s Health Defense %@ @ChildrensHD - Apr 18 [Jor Why do we still not know what strain (wild type or vaccine strain) of measles is circulating in the “outbreak?” As Dr. Palevsky points out, it’s because vaccines are a “sacred cow that cannot be challenged.” We Me 2 ITS CDC SCIENCE. I Pepiieenasreecem ban 1:16 oe Pra] “5 en © 32 T1112 © 292 ih 73K QA","The image shows the CDC (Centers for Disease Control and Prevention) headquarters building with its blue logo sign prominently displayed. The sign shows 'CDC' in large white letters on a blue background. Below it reads 'Centers for Disease Control and Prevention' and 'Edward R. Roybal Campus'. The building appears to be a modern office structure with trees visible in the foreground. There's a watermark in the bottom right that says 'IT'S CDC SCIENCE.' There's also a timestamp of '1:16' in the bottom left corner, suggesting this is a screenshot from a video.","CDC building, CDC logo, government facility",False,,MD,"{('vaccine', 'wild'): 6.129283016944966, ('vaccine', 'type'): 6.129283016944966, ('vaccine', 'strain'): 5.129283016944966, ('vaccine', ')'): 6.129283016944966}",23.51713206777987,0,2,K+ (high certainty),1.886792452830189,-0.5053,0.046,0.058,0.896,0.5053,4.293618867924528
MD_50,21-Nov-24,@ChildrensHD,"Replying to @ChildrensHD @shaw466022 and 3 others
The journey of a lifetime — development of Pfizer's COVID-19 vaccine
shared by Maria Gutschi (@CanningPharm)
https://pmc.ncbi.nlm.nih.gov/articles/PMC9433349/pdf/main.pdf...",35,"1 @MDChildrensHD reposted Children’s Health Defe... % @Childrens... Nov 21,2024 (J «+ iy Replying to @ChildrensHD @shaw466022 and 3 others The journey of a lifetime — development of Pfizer’s COVID-19 vaccine shared by Maria Gutschi (@CanningPharm) https://pmc.ncbi.nim.nih.gov/articles/PMC9433349/pdf/main.pdf... O2 tha O19 tht 5.3K At",A small profile icon showing a silhouette of what appears to be a family or group of people against a blue background that resembles Earth or a globe.,"silhouette, globe, family",False,,MD,"{('pfizer', '—'): 6.2384047393250786, ('pfizer', 'development'): 6.2384047393250786, ('pfizer', 'covid'): 6.2384047393250786, ('vaccine', 'covid'): 6.2384047393250786, ('vaccine', '-'): 6.2384047393250786, ('vaccine', '19'): 6.2384047393250786, ('vaccine', 'shared'): 6.2384047393250786, ('vaccine', 'maria'): 6.2384047393250786}",49.90723791460062,0,0,Neutral,0.0,0.5859,0.069,0.0,0.931,0.5859,4.1718
MD_68,7-Nov-24,@ChildrensHD,"How Merck Pushed Gardasil Vaccine to Pay for Vioxx Lawsuits — and Why the HPV Shot Is So Dangerous

Two decades ago, Merck introduced Vioxx, a profitable NSAID (nonsteroidal anti-inflammatory drug), despite knowing it could cause numerous heart attacks.

After facing",41,"tT) @MDChildrensHD reposted Children’s Health Defe.... % @Childrens... - Nov 7,2024 (J + How Merck Pushed Gardasil Vaccine to Pay for Vioxx Lawsuits — and Why the HPV Shot Is So Dangerous Two decades ago, Merck introduced Vioxx, a profitable NSAID (nonsteroidal anti-inflammatory drug), despite knowing it could cause numerous heart attacks. After facing yo eee We wee Eee & \ oon 0 15 Tl 436 © 664 ih 15K QA",A composite image showing a gloved hand holding an HPV vaccine vial with a red label against a backdrop of a Merck corporate building. The hand is wearing blue medical gloves and the Merck building features the company's logo prominently displayed on its glass facade.,"vaccine vial, gloved hand, Merck building, corporate logo",False,,MD,"{('vaccine', 'merck'): 5.159871336778389, ('vaccine', 'pushed'): 6.159871336778389, ('vaccine', 'gardasil'): 6.159871336778389, ('vaccine', 'pay'): 6.159871336778389, ('shot', 'hpv'): 6.159871336778389, ('shot', 'dangerous'): 6.159871336778389}",35.95922802067033,2,0,K- (low certainty),1.851851851851852,-0.3782,0.106,0.148,0.746,0.3782,4.034177777777778
MD_85,3-Jul-24,@ChildrensHD,"🚨 COVID Vaccines Linked to Increase in All-cause Mortality, Italian Study Shows

""We also found a slight but statistically significant loss of life expectancy for those vaccinated with 2 or 3/4 doses,"" the researchers stated.",36,"COVID Vaccines Linked to Increase in All-cause Mortality, Italian Study...","The image shows a COVID-19 vaccine vial with a red label being held by a gloved hand on the left side. On the right side are the feet of what appears to be a deceased person with a toe tag, suggesting a morgue setting. The image has a dark, dramatic composition with a black background.","vaccine vial, feet with toe tag, medical glove",False,,MD,"{('vaccines', 'covid'): 4.906890595608519, ('vaccines', 'linked'): 4.906890595608519, ('vaccines', 'increase'): 4.906890595608519}",14.72067178682556,0,1,Neutral,2.127659574468085,0.3516,0.122,0.056,0.821,0.3516,3.966483293535325
MD_32,13-Feb,@ChildrensHD,"🚨 📢 MONUMENTAL WIN – Robert F. Kennedy Jr. CONFIRMED for secretary of Health and Human Services

Congratulations to our founder, @RobertKennedyJr! Thank you for your tireless efforts to end the childhood chronic disease epidemic. Because of your dedication and sacrifice,
Show more",40,ROBERT F. KENNEDY JR. CONFIRMED AS SECRETARY OF HEALTH AND HUMAN SERVICES,The image shows a promotional graphic announcing Robert F. Kennedy Jr.'s confirmation as Secretary of Health and Human Services. The image features a person in a dark suit with a blue tie smiling against a background that appears to include the HHS seal. The text 'CONFIRMED AS SECRETARY OF HEALTH AND HUMAN SERVICES' is prominently displayed in large white and light blue text. The Children's Health Defense logo appears in the bottom left corner.,"person, government seal, promotional text",True,Robert F. Kennedy Jr.,MD,,0.0,0,3,K+ (high certainty),5.769230769230769,0.9047,0.172,0.0,0.828,0.9047,2.674784615384615
MD_78,8-Aug-24,@ChildrensHD,"Would You Start a 'Social Panic' Over These Bird Flu Numbers? @NassMeryl, M.D. shares some sobering statistics + the eye-opening history with author @jhkunstler.",25,and probably thousands or millions that we don't know about.,A screenshot of a video interview with two people in a split-screen format. The video appears to be from Children's Health Defense TV (GHD TV logo visible). The screen shows two individuals in what appears to be a video call discussion. There are captions at the bottom of the image. The video timestamp shows 1:27.,"video interview, split screen, captions",True,Two individuals in a video interview,MD,,0.0,2,1,K- (low certainty),8.333333333333332,-0.6705,0.055,0.193,0.752,0.6705,2.591
MD_69,6-Nov-24,@MDChildrensHD,,0,"With RFK Jr. Poised to Assume Key Role in Public Health, Kids Could Fi...","A split image showing on the left side a child holding up an American flag on a grassy field, and on the right side a person in a suit with an American flag background. The image has text at the bottom stating 'With RFK Jr. Poised to Assume Key Role in Public Health, Kids Could Fi...'","child, American flag, person in suit, patriotic imagery",True,Robert F. Kennedy Jr.,MD,,0.0,2,0,K- (low certainty),13.33333333333333,0.25,0.125,0.0,0.875,0.25,2.4999999999999996
MI_60,9-Apr,@RepMTG,"COVID vaccines were approved in days instead of years.

1.6M VAERS reports with 38K deaths and the media stays silent.

Natural immunity works. The COVID vaccines are deadly. The American people deserve to know the truth.

FDA approval of MRNA COVID vaccines should be repealed.",46,TQ Mi Children’s Health Defense reposted ra) Rep. Marjorie Taylor Greene23 @ (B) @RepMTG-Apr9 (J «= ** COVID vaccines were approved in days instead of years. 1.6M VAERS reports with 38K deaths and the media stays silent. Natural immunity works. The COVID vaccines are deadly. The American people deserve to know the truth. FDA approval of MRNA COVID vaccines should be repealed. \ & SEE See © 26k tisk © 26K ih 635K Ast,The image shows a person speaking at what appears to be a congressional hearing or committee meeting. The person is seated at a desk with a microphone and a nameplate that reads 'MS. GREENE'. The person is wearing a dark suit jacket with a dark shirt. The background appears to be a wooden panel wall typical of government hearing rooms. There's a timestamp of 5:04 visible in the bottom left corner of the image.,"congressional hearing, speaker, microphone, nameplate",True,A person identified by the nameplate as Ms. Greene,MI,"{('vaccines', 'covid'): 4.614709844115208, ('vaccines', 'approved'): 4.614709844115208, ('vaccines', '.'): 2.7078192485066896, ('vaccines', 'deadly'): 4.614709844115208, ('mrna', 'fda'): 6.199672344836364, ('mrna', 'approval'): 6.199672344836364, ('mrna', 'covid'): 4.614709844115208, ('mrna', 'vaccines'): 4.614709844115208, ('vaccines', 'mrna'): 4.614709844115208, ('vaccines', 'repealed'): 4.614709844115208, ('vaccines', '*'): 4.614709844115208}",52.0248426911011,0,4,K+ (high certainty),3.448275862068965,0.9633,0.172,0.0,0.828,0.9633,5.443841379310345
MI_01,12-Feb,@SharylAttkisson,"Why don't you know about this? That time a definitive govt. study concluded flu shots don't work in the elderly-- and didn't make a difference with mortality in any age group. The more of the elderly population that got flu shots, the more the death rate increased."" NIH wouldn't",53,"tT Mi Children’s Health Defense reposted a Sharyl Attkisson & @@ @ @SharylAttkisson-Feb12 (J «= Why don't you know about this? That time a definitive govt. study concluded flu shots don't work in the elderly-- and didn't make a difference with mortality in any age group. The more of the elderly population that got flu shots, the more the death rate increased."" NIH wouldn't Show more = en oT 2A 2006 — [ = 5:49:43p , JAN 2 > . | = | a | . ¢ 2:58 . © 822 1 13K © 23k tht .5M As","A screenshot from a CBS News broadcast dated January 24, 2006. The image shows a news segment titled ""Flu Shots & Seniors"" with a graphic of a vaccine vial and syringe visible on the left side. A news anchor in a dark suit with a red tie is presenting the segment. The CBS News logo and timestamp (5:49:43p) are visible in the upper portion of the screen.","news broadcast, news anchor, vaccine graphic",True,News anchor,MI,"{('shots', 'study'): 5.599912842187128, ('shots', 'concluded'): 5.599912842187128, ('shots', 'flu'): 5.599912842187128, ('shots', ""'""): 3.599912842187128, ('shots', 'got'): 5.599912842187128, ('shots', ','): 5.014950341465972}",31.01451455240161,0,3,K+ (high certainty),2.142857142857143,-0.9373,0.035,0.117,0.848,0.9373,5.196028571428571
